544,584,0.31
539,577,0.31
358,632,0.29
358,632,0.29
189,496,0.28
579,887,0.28
585,707,0.28
74,189,0.28
71,584,0.26
308,760,0.26
134,990,0.26
539,969,0.26
764,874,0.26
798,874,0.25
45,916,0.25
130,874,0.25
108,310,0.24
611,874,0.24
253,692,0.24
77,108,0.24
130,798,0.24
753,774,0.24
764,798,0.24
484,612,0.24
89,419,0.24
42,505,0.23
225,626,0.23
206,435,0.23
403,845,0.23
435,870,0.23
115,252,0.23
184,424,0.23
14,124,0.23
770,895,0.23
130,482,0.23
638,899,0.23
350,910,0.23
14,652,0.23
641,791,0.22
154,584,0.22
484,719,0.22
173,824,0.22
295,753,0.22
558,771,0.22
131,889,0.22
268,919,0.22
5,501,0.22
70,329,0.22
219,724,0.22
484,838,0.22
514,794,0.22
70,899,0.21
746,989,0.21
609,616,0.21
71,544,0.21
424,693,0.21
184,545,0.21
327,435,0.21
604,861,0.21
130,764,0.21
525,887,0.21
116,710,0.2
251,268,0.2
474,695,0.2
240,756,0.2
70,638,0.2
332,916,0.2
590,753,0.2
207,600,0.2
89,513,0.2
361,508,0.2
528,869,0.2
897,915,0.2
496,575,0.2
595,888,0.2
192,897,0.2
750,769,0.2
465,771,0.2
130,386,0.2
157,609,0.2
511,785,0.19
70,484,0.19
211,348,0.19
315,771,0.19
171,427,0.19
632,777,0.19
485,594,0.19
192,915,0.19
57,434,0.19
203,910,0.19
4,611,0.19
386,874,0.19
874,922,0.19
288,996,0.19
539,817,0.19
430,983,0.19
759,897,0.19
41,214,0.19
192,759,0.19
147,612,0.18
612,838,0.18
494,749,0.18
358,777,0.18
619,861,0.18
484,638,0.18
189,874,0.18
611,922,0.18
47,176,0.18
518,816,0.18
4,386,0.18
577,817,0.17
145,156,0.17
122,252,0.17
147,484,0.17
81,292,0.17
434,838,0.17
738,925,0.17
445,750,0.17
118,537,0.17
468,636,0.17
246,807,0.17
489,935,0.16
405,878,0.16
515,634,0.16
21,27,0.16
856,946,0.16
484,899,0.16
386,764,0.16
196,856,0.16
315,558,0.16
41,388,0.16
374,594,0.16
698,898,0.16
294,472,0.16
