4056,20779,1.0
2837,26603,1.0
5223,11483,1.0
18821,24394,1.0
13963,21381,1.0
14647,16898,1.0
8196,12812,1.0
6076,22005,1.0
7562,25615,1.0
1713,10374,1.0
25453,29075,1.0
20111,22665,1.0
3426,23190,0.9333333333333333
2958,13941,0.9166666666666666
13963,25714,0.9166666666666666
23944,27810,0.9166666666666666
21381,25714,0.9166666666666666
20715,22470,0.9166666666666666
6683,21569,0.9
7001,20568,0.9
13836,26311,0.9
8266,19050,0.9
14188,17628,0.9
19917,21025,0.8833333333333333
444,20740,0.8833333333333333
1090,25476,0.8833333333333333
13763,29227,0.8833333333333333
19917,29418,0.8666666666666667
21025,29418,0.8666666666666667
928,5409,0.8666666666666667
624,3864,0.8666666666666667
9448,21025,0.85
9448,29418,0.85
6830,12509,0.85
21025,23893,0.85
1421,19917,0.85
4413,17681,0.85
1421,21025,0.8333333333333334
17248,23190,0.8333333333333334
950,20740,0.8333333333333334
9448,19917,0.8333333333333334
21471,24569,0.8333333333333334
9448,23893,0.8333333333333334
23893,29418,0.8166666666666667
6103,23937,0.8166666666666667
19917,23893,0.8166666666666667
1421,23893,0.8166666666666667
1314,7665,0.8
1421,29418,0.8
1421,9448,0.8
9537,21205,0.8
3426,17248,0.7833333333333333
10509,28541,0.7833333333333333
7878,20010,0.7833333333333333
2325,3864,0.7833333333333333
5353,13270,0.7833333333333333
16898,26917,0.7666666666666667
624,2325,0.7666666666666667
14647,26917,0.7666666666666667
13270,23550,0.75
9113,16444,0.75
444,950,0.75
26502,29609,0.7333333333333333
2325,17924,0.7333333333333333
10509,28808,0.7333333333333333
2325,14038,0.7333333333333333
2369,4496,0.7333333333333333
8779,27023,0.7333333333333333
14311,27692,0.7333333333333333
20115,21471,0.7333333333333333
18074,19531,0.7333333333333333
3879,17561,0.7333333333333333
16444,21381,0.7333333333333333
13963,16444,0.7333333333333333
4560,5488,0.7166666666666667
10087,23326,0.7166666666666667
11882,17629,0.7166666666666667
16444,25714,0.7166666666666667
19531,20328,0.7166666666666667
20115,24569,0.7
7001,13326,0.7
14038,17924,0.7
18627,23364,0.7
15976,17647,0.7
7029,17824,0.7
13326,20568,0.6833333333333333
8266,23190,0.6833333333333333
6903,24576,0.6833333333333333
624,14970,0.6833333333333333
16444,16547,0.6833333333333333
3864,14038,0.6833333333333333
3635,21381,0.6833333333333333
3635,13963,0.6833333333333333
5899,17627,0.6833333333333333
17949,29609,0.6833333333333333
3864,17924,0.6833333333333333
19050,23190,0.6666666666666666
3426,8266,0.6666666666666666
10087,14923,0.6666666666666666
4398,11710,0.6666666666666666
624,14038,0.6666666666666666
5353,23550,0.6666666666666666
17949,26502,0.6666666666666666
22832,24848,0.6666666666666666
2325,21611,0.6666666666666666
3864,14970,0.6666666666666666
624,17924,0.6666666666666666
2325,14970,0.6666666666666666
19631,29609,0.65
444,2325,0.65
7050,10712,0.65
624,21611,0.65
444,3864,0.65
3426,19050,0.65
28541,28808,0.65
2612,23147,0.65
24631,28838,0.65
444,624,0.65
14970,17924,0.65
18074,20328,0.65
624,20740,0.6333333333333333
3635,25714,0.6333333333333333
3635,10546,0.6333333333333333
3864,20740,0.6333333333333333
2325,20740,0.6333333333333333
19631,26502,0.6333333333333333
4623,8671,0.6333333333333333
950,2325,0.6333333333333333
10219,26537,0.6166666666666667
14038,14970,0.6166666666666667
1545,9113,0.6166666666666667
950,3864,0.6166666666666667
11291,28270,0.6166666666666667
16547,21381,0.6166666666666667
3864,21611,0.6166666666666667
14923,23326,0.6166666666666667
624,950,0.6166666666666667
3203,27838,0.6166666666666667
24103,27507,0.6166666666666667
4690,7247,0.6166666666666667
4623,9658,0.6166666666666667
13963,16547,0.6166666666666667
6664,7665,0.6
9443,19871,0.6
4983,10687,0.6
14970,21611,0.6
950,14038,0.6
3635,12767,0.6
17949,19631,0.6
444,14038,0.6
17924,21611,0.6
11129,27692,0.6
4569,10034,0.6
19609,27692,0.6
22435,22681,0.6
16547,25714,0.6
4623,19391,0.6
444,17924,0.6
960,26537,0.6
5092,13341,0.5833333333333334
20617,24631,0.5833333333333334
8671,26917,0.5833333333333334
14970,20740,0.5833333333333334
10509,11702,0.5833333333333334
27692,28270,0.5833333333333334
17924,20740,0.5833333333333334
3122,4623,0.5833333333333334
444,14970,0.5833333333333334
